0,1
"('3-0', 1)",-0.2654406736933233
"('4-3', 1)",0.5597472847100331
"('5-4', 1)",-0.3808274997828046
"('5-2', 1)",0.8038584283442686
"('6-5', 1)",-0.06586876923520343
"('7-6', 1)",-0.14067388945419282
"('1-7', 1)",-0.1710081066433137
"('8-7', 1)",0.6964966081260168
"('3-8', 1)",-0.16390649082355083
"('3-0', 2)",-0.11382284672897443
"('4-3', 2)",0.36132772013230346
"('5-4', 2)",-0.2787319008642921
"('5-2', 2)",0.5542808785882789
"('6-5', 2)",-0.8989495493830421
"('7-6', 2)",-0.0303598019917924
"('1-7', 2)",-0.09155739322429493
"('8-7', 2)",0.93871857652469
"('3-8', 2)",-0.13037089497885915
"('3-0', 3)",-0.12440867345988853
"('4-3', 3)",0.022504094697157476
"('5-4', 3)",-0.24281436474283435
"('5-2', 3)",0.4874181175590407
"('6-5', 3)",-0.5256759288204348
"('7-6', 3)",-0.09615596115935905
"('1-7', 3)",-0.076439565049878
"('8-7', 3)",0.9487787910891252
"('3-8', 3)",-0.0948107787448608
"('3-0', 4)",-0.12637534609887516
"('4-3', 4)",-0.05054361141391786
"('5-4', 4)",-0.2485854041247763
"('5-2', 4)",0.44954174322263113
"('6-5', 4)",-0.47082024271516815
"('7-6', 4)",-0.12331108587815999
"('1-7', 4)",-0.07801117009282967
"('8-7', 4)",0.958797083205316
"('3-8', 4)",-0.1452901439907596
"('3-0', 5)",-0.12691351668135753
"('4-3', 5)",-0.06821096890962616
"('5-4', 5)",-0.2513963846114937
"('5-2', 5)",0.4382905206716404
"('6-5', 5)",-0.45703452887199036
"('7-6', 5)",-0.1316575813265043
"('1-7', 5)",-0.07875184919060968
"('8-7', 5)",0.9617599622467374
"('3-8', 5)",-0.16203492901345187
"('3-0', 6)",-0.1270639017816948
"('4-3', 6)",-0.07292407949339626
"('5-4', 6)",-0.2522788951317736
"('5-2', 6)",0.4351016847271917
"('6-5', 6)",-0.4532767178102207
"('7-6', 6)",-0.13404130188947874
"('1-7', 6)",-0.07898084827747551
"('8-7', 6)",0.9625972377287133
"('3-8', 6)",-0.16689738154142245
"('3-0', 7)",-0.1271101072248995
"('4-3', 7)",-0.07435187382361405
"('5-4', 7)",-0.2525586455355802
"('5-2', 7)",0.4341183347425114
"('6-5', 7)",-0.4521303074124844
"('7-6', 7)",-0.13477784351181488
"('1-7', 7)",-0.07905314148174818
"('8-7', 7)",0.962855268824191
"('3-8', 7)",-0.16840753768119732
"('3-0', 8)",-0.12712503833376237
"('4-3', 8)",-0.07481120359723711
"('5-4', 8)",-0.25264991332301445
"('5-2', 8)",0.4338002167700626
"('6-5', 8)",-0.4517606664380828
"('7-6', 8)",-0.13501626200115935
"('1-7', 8)",-0.079076697510482
"('8-7', 8)",0.9629387286251486
"('3-8', 8)",-0.16889717752425512
"('3-0', 9)",-0.1271308304863612
"('4-3', 9)",-0.0749891180637489
"('5-4', 9)",-0.25268543263734466
"('5-2', 9)",0.43367676478328426
"('6-5', 9)",-0.45161738053245243
"('7-6', 9)",-0.13510880403278372
"('1-7', 9)",-0.0790858611717092
"('8-7', 9)",0.9629711153481911
"('3-8', 9)",-0.1690873373311102
"('3-0', 10)",-0.12713348623630974
"('4-3', 10)",-0.07507087999403236
"('5-4', 10)",-0.25270170432639294
"('5-2', 10)",0.4336202396047797
"('6-5', 10)",-0.4515526385791945
"('7-6', 10)",-0.13515145631979497
"('1-7', 10)",-0.07908991905832724
"('8-7', 10)",0.9629847154376467
"('3-8', 10)",-0.16917447369675623
"('3-0', 11)",-0.1271347770493876
"('4-3', 11)",-0.07511031748777036
"('5-4', 11)",-0.252709642041251
"('5-2', 11)",0.4335926687057676
"('6-5', 11)",-0.45152006150382695
"('7-6', 11)",-0.13517194034067967
"('1-7', 11)",-0.07909206278563283
"('8-7', 11)",0.9629927711497738
"('3-8', 11)",-0.1692169265097477
"('3-0', 12)",-0.12713542827939864
"('4-3', 12)",-0.07513023796091692
"('5-4', 12)",-0.25271367319410243
"('5-2', 12)",0.43357875080020686
"('6-5', 12)",-0.4515036834862085
"('7-6', 12)",-0.13518228435120605
"('1-7', 12)",-0.07909314541904242
"('8-7', 12)",0.9629968276711853
"('3-8', 12)",-0.16923837157862906
"('3-0', 13)",-0.1271357716889792
"('4-3', 13)",-0.07514077436268768
"('5-4', 13)",-0.25271578410010676
"('5-2', 13)",0.43357142949096056
"('6-5', 13)",-0.4514951929996215
"('7-6', 13)",-0.13518777330021214
"('1-7', 13)",-0.07909368984026277
"('8-7', 13)",0.9629987482429903
"('3-8', 13)",-0.16924965537797326
"('3-0', 14)",-0.12713593314899116
"('4-3', 14)",-0.0751457200159274
"('5-4', 14)",-0.2527167725392614
"('5-2', 14)",0.4335679925323364
"('6-5', 14)",-0.4514912064535113
"('7-6', 14)",-0.13519034633994664
"('1-7', 14)",-0.07909394547783838
"('8-7', 14)",0.962999650389161
"('3-8', 14)",-0.16925495098394347
"('3-0', 15)",-0.1271360083750324
"('4-3', 15)",-0.07514803613492368
"('5-4', 15)",-0.2527172391224188
"('5-2', 15)",0.43356638334957337
"('6-5', 15)",-0.4514893411502391
"('7-6', 15)",-0.13519155685328724
"('1-7', 15)",-0.07909406510018643
"('8-7', 15)",0.9630000719846813
"('3-8', 15)",-0.16925743282890182
"('3-0', 16)",-0.12713604297692366
"('4-3', 16)",-0.07514909761645892
"('5-4', 16)",-0.252717451846576
"('5-2', 16)",0.4335656456891204
"('6-5', 16)",-0.45148848575537287
"('7-6', 16)",-0.1351921096233812
